,score,f_mother_age,f_mother_education_level,f_number_of_tech_at_home,f_extent_of_books_at_home,f_ESCS,f_frequency_of_books_at_home,f_extent_of_interest_in_interview,f_frequency_of_support_at_home
7268,0.15638287552995755,0.2692307692307692,0.25,0.25,0.75,0.4360019211213616,0.7777777777777777,1.0,1.0
7270,0.4696138647139435,0.34615384615384615,0.375,0.4,0.25,0.32770525050805843,0.4444444444444443,1.0,0.9166666666666666
7271,0.5861918498683371,0.5384615384615384,0.625,0.4,1.0,0.8155909541230638,0.7777777777777777,0.9166666666666666,0.8333333333333334
7272,0.29023923619391967,0.46153846153846156,0.25,0.25,1.0,0.4496614523174475,0.4444444444444443,0.8333333333333334,0.8333333333333334
7273,0.4852697763273498,0.21153846153846154,0.125,0.3,0.0,0.13349777939249363,0.3333333333333333,1.0,0.8333333333333334
7274,0.33510119701506186,0.5769230769230769,0.25,0.25,0.25,0.33208446663472846,0.111111111111111,1.0,1.0
7275,0.47826154785279934,0.1346153846153846,0.25,0.1,0.25,0.3238485890386865,0.3333333333333333,1.0,1.0
7276,0.5123005438281497,0.4230769230769231,0.375,0.35,0.25,0.404303625375822,0.6666666666666666,1.0,1.0
7277,0.40596675617197375,0.38461538461538464,0.25,0.3,0.5,0.6222254723259126,0.5555555555555555,1.0,1.0
7278,0.4986921742375469,0.40384615384615385,0.625,0.2,0.25,0.4962216683264591,0.7777777777777777,0.5,0.8333333333333334
7279,0.48429852223566383,0.40384615384615385,0.375,0.3,0.25,0.404303625375822,0.7777777777777777,1.0,0.9166666666666666
7280,0.5008710085596401,0.3076923076923077,0.125,0.2,0.5,0.21188252839002902,0.2222222222222222,0.9166666666666666,0.9166666666666666
7281,0.5257040974318608,0.38461538461538464,0.75,0.6,0.75,0.6366124525253737,0.6666666666666666,1.0,1.0
7282,0.22250445775971472,0.15384615384615385,0.125,0.15,0.0,0.241826491664087,0.111111111111111,0.5,0.75
7283,0.4441664823425759,0.4807692307692308,0.5,0.2,0.75,0.6876778979569653,0.4444444444444443,0.5,0.6666666666666666
7284,0.46018182593297857,0.5192307692307693,0.125,0.3,0.0,0.08243216169392191,0.2222222222222222,0.0833333333333333,0.6666666666666666
7285,0.49873974838834834,0.5192307692307693,0.625,0.2,0.75,0.6453095232804181,0.6666666666666666,0.75,0.9166666666666666
7286,0.4295148795879708,0.21153846153846154,0.25,0.1,0.25,0.2554860573135688,0.3333333333333333,0.8333333333333334,0.75
7287,0.34623771876386294,0.4807692307692308,0.75,0.35,0.5,0.5507336592280062,0.6666666666666666,1.0,1.0
7288,0.7327437124890178,0.4807692307692308,0.75,0.4,1.0,0.8155909541230638,0.6666666666666666,0.75,0.75
7289,0.5817801196891492,0.5769230769230769,0.75,0.15,0.25,0.18217594901448647,0.5555555555555555,1.0,1.0
7290,0.4555604914595133,0.4423076923076923,0.75,0.25,0.75,0.7591697282815697,0.3333333333333333,0.75,0.9166666666666666
7291,0.471940055334298,0.5384615384615384,0.375,0.15,0.25,0.4860085447867447,0.8888888888888888,1.0,0.9166666666666666
7292,0.4802363384956435,0.4423076923076923,0.375,0.4,0.0,0.33957851093456043,0.0,1.0,1.0
7293,0.5680752116431864,0.25,0.375,0.05,0.0,0.3140457193119726,0.5555555555555555,0.8333333333333334,0.8333333333333334
7294,0.8213873302004415,0.2692307692307692,0.375,0.15,0.25,0.404303625375822,0.5555555555555555,0.9166666666666666,0.9166666666666666
7295,0.49212447004249543,0.28846153846153844,0.5,0.25,1.0,0.8238949116296234,1.0,0.25,0.8333333333333334
7296,0.24133362701618635,0.4230769230769231,0.25,0.05,0.25,0.33208446663472846,0.4444444444444443,0.8333333333333334,0.8333333333333334
7297,0.45723995165972,0.5192307692307693,0.75,0.55,0.5,0.6645021320622787,0.5555555555555555,0.9166666666666666,1.0
7298,0.5221148748923403,0.46153846153846156,0.5,0.35,0.75,0.5804402558302467,0.3333333333333333,0.4166666666666667,0.6666666666666666
7299,0.4352424675290974,0.23076923076923078,0.375,0.2,0.0,0.3140457193119726,0.2222222222222222,0.8333333333333334,1.0
7300,0.36624064117598365,0.36538461538461536,0.625,0.2,0.25,0.3521154471284215,0.2222222222222222,0.75,0.8333333333333334
7301,0.47918507333215543,0.3076923076923077,0.625,0.4,0.25,0.3576172410306183,0.0,1.0,0.75
7302,0.7534841887000888,0.46153846153846156,0.375,0.1,0.5,0.49966809320952854,0.5555555555555555,1.0,0.75
7303,0.6558203266428837,0.2692307692307692,0.625,0.35,0.25,0.3627238028004755,0.4444444444444443,1.0,0.75
7304,0.322768988573554,0.38461538461538464,0.25,0.1,0.0,0.2520396841105934,0.3333333333333333,1.0,1.0
7305,0.26779273239972673,0.3269230769230769,0.75,0.2,0.0,0.41867649690961656,0.2222222222222222,0.9166666666666666,0.8333333333333334
7307,0.6055671950898532,0.40384615384615385,0.75,0.3,0.25,0.6297194993990467,0.2222222222222222,0.25,0.6666666666666666
7308,0.6938844355913961,0.25,0.5,0.15,0.25,0.5071621375093607,0.7777777777777777,1.0,1.0
7309,0.6467908146053879,0.34615384615384615,0.875,0.25,1.0,0.8155909541230638,0.7777777777777777,0.9166666666666666,0.4166666666666667
7310,0.6938844355913961,0.17307692307692307,0.875,0.25,0.5,0.427659823705418,1.0,1.0,0.9166666666666666
7311,0.3945279532117495,0.46153846153846156,0.75,0.2,0.5,0.6944447172004963,0.6666666666666666,1.0,1.0
7312,0.4909142639661025,0.34615384615384615,0.5,0.5,0.25,0.5071621375093607,0.5555555555555555,0.8333333333333334,0.9166666666666666
7313,0.23987195757127167,0.4423076923076923,0.625,0.35,0.25,0.3521154471284215,0.7777777777777777,0.8333333333333334,1.0
7315,0.42084603521969993,0.34615384615384615,0.375,0.35,0.25,0.3889839572929485,0.3333333333333333,1.0,0.8333333333333334
7316,0.7248215351498832,0.40384615384615385,0.75,0.3,0.25,0.6297194993990467,0.3333333333333333,0.9166666666666666,1.0
7317,0.26161365341057236,0.34615384615384615,0.25,0.15,0.0,0.19076104623249535,0.111111111111111,1.0,0.75
7318,0.6044526006996489,0.36538461538461536,0.625,0.35,0.25,0.3627238028004755,0.2222222222222222,1.0,0.6666666666666666
7319,0.6136909447237795,0.46153846153846156,0.375,0.35,1.0,0.6903969599701496,0.5555555555555555,0.75,0.8333333333333334
7320,0.47205899071130153,0.4230769230769231,0.375,0.6,0.25,0.434942978768267,0.111111111111111,0.75,0.6666666666666666
7321,0.3564403661108935,0.40384615384615385,0.375,0.3,0.25,0.434942978768267,0.4444444444444443,1.0,1.0
7322,0.5012044909998357,0.40384615384615385,0.5,0.1,0.25,0.45098999249432775,0.4444444444444443,1.0,0.9166666666666666
7323,0.6253938768978687,0.36538461538461536,0.625,0.35,0.5,0.6222254723259126,0.111111111111111,0.75,0.8333333333333334
7324,0.4689147718356084,0.34615384615384615,0.625,0.4,0.75,0.6366124525253737,0.5555555555555555,0.8333333333333334,1.0
7325,0.3538919053509181,0.3269230769230769,0.25,0.1,0.25,0.3065516577854425,0.6666666666666666,1.0,1.0
7326,0.6084003284469943,0.5961538461538461,0.375,0.35,0.25,0.404303625375822,0.6666666666666666,1.0,1.0
7327,0.5979360232705561,0.3076923076923077,0.375,0.45,0.75,0.533753871485043,0.4444444444444443,1.0,0.9166666666666666
7328,0.5796280072114999,0.5192307692307693,0.625,0.35,1.0,0.8155909541230638,0.7777777777777777,1.0,0.9166666666666666
7329,0.665524372175671,0.3269230769230769,0.375,0.4,0.25,0.404303625375822,0.4444444444444443,1.0,0.75
7330,0.688550415625081,0.5192307692307693,0.625,0.6,1.0,0.8155909541230638,0.5555555555555555,0.5833333333333334,0.5
7331,0.602689731274011,0.4423076923076923,0.625,0.35,0.25,0.6297194993990467,0.4444444444444443,0.6666666666666666,0.9166666666666666
7332,0.5785107869753097,0.4807692307692308,0.25,0.25,0.5,0.4690287398170835,0.6666666666666666,1.0,1.0
7333,0.4119606357883654,0.28846153846153844,0.375,0.15,0.25,0.3889839572929485,0.3333333333333333,0.9166666666666666,0.75
7334,0.5929112352844502,0.4230769230769231,0.75,0.2,0.0,0.5134134305883796,0.2222222222222222,0.75,0.5
7336,0.3598518034310231,0.3269230769230769,0.75,0.2,0.25,0.5889577899386782,0.8888888888888888,0.75,1.0
7337,0.5957854554081925,0.5192307692307693,0.75,0.25,0.5,0.37127678945340203,1.0,1.0,1.0
7338,0.8197577610739648,0.5,0.75,0.4,0.75,0.7400465430926713,0.7777777777777777,1.0,0.75
7339,0.6370682336891715,0.4230769230769231,0.625,0.4,0.5,0.4416775668598297,0.4444444444444443,0.3333333333333333,0.9166666666666666
7340,0.6748177045039746,0.4230769230769231,0.875,0.25,1.0,0.8155909541230638,1.0,0.5833333333333334,0.9166666666666666
7341,0.6590913584335376,0.2692307692307692,0.375,0.5,0.75,0.6154587908959658,0.3333333333333333,1.0,0.9166666666666666
7342,0.5092201175637586,0.3269230769230769,0.25,0.25,0.25,0.5575003578846511,0.7777777777777777,1.0,1.0
7343,0.5919500211921217,0.2692307692307692,0.375,0.25,0.0,0.33310554470560694,0.2222222222222222,0.6666666666666666,0.4166666666666667
7344,0.6084003284469943,0.15384615384615385,0.25,0.25,0.5,0.423069735568463,0.3333333333333333,0.5833333333333334,0.75
7345,0.3263290178841737,0.3076923076923077,0.25,0.35,0.25,0.2554860573135688,0.5555555555555555,1.0,1.0
7346,0.3544101237792906,0.23076923076923078,0.125,0.15,0.0,0.08243216169392191,0.5555555555555555,0.6666666666666666,1.0
7347,0.6910644314641841,0.40384615384615385,0.25,0.25,0.25,0.3238485890386865,0.3333333333333333,0.4166666666666667,0.3333333333333333
7348,0.5892824705936143,0.5769230769230769,0.375,0.3,0.25,0.434942978768267,0.5555555555555555,1.0,0.9166666666666666
7349,0.6119425946818278,0.5769230769230769,0.375,0.3,0.25,0.5575003578846511,0.5555555555555555,0.9166666666666666,1.0
7351,0.6548651365501698,0.21153846153846154,0.125,0.3,0.25,0.1777967501145145,0.3333333333333333,1.0,1.0
7352,0.44260178705810094,0.38461538461538464,0.5,0.35,0.5,0.5718872519506222,0.6666666666666666,1.0,0.9166666666666666
7354,0.37308946535304344,0.28846153846153844,0.5,0.2,0.25,0.46120311603404207,1.0,1.0,1.0
7355,0.6123238057343534,0.23076923076923078,0.625,0.35,0.5,0.6222254723259126,0.7777777777777777,0.9166666666666666,0.6666666666666666
7356,0.6065693414872545,0.5384615384615384,0.75,0.35,0.75,0.7400465430926713,0.4444444444444443,0.4166666666666667,0.8333333333333334
7358,0.5102648953430466,0.46153846153846156,0.375,0.3,0.25,0.434942978768267,0.7777777777777777,1.0,0.75
7359,0.22579989447188373,0.5576923076923077,0.25,0.25,0.5,0.4690287398170835,0.5555555555555555,0.75,0.75
7360,0.21314980420456636,0.38461538461538464,0.375,0.15,0.25,0.434942978768267,0.111111111111111,1.0,1.0
7362,0.593164088806729,0.36538461538461536,0.75,0.55,0.25,0.3521154471284215,0.4444444444444443,1.0,1.0
7363,0.3001550484823846,0.28846153846153844,0.5,0.1,0.5,0.5718872519506222,0.4444444444444443,0.9166666666666666,0.75
7364,0.7631026625460449,0.34615384615384615,0.625,0.45,1.0,0.8155909541230638,0.8888888888888888,0.5,0.5
7365,0.45413820970438545,0.23076923076923078,0.5,0.5,0.0,0.44243700584140105,1.0,0.25,0.25
7366,0.421483189025076,0.4230769230769231,0.25,0.3,0.0,0.241826491664087,0.5555555555555555,1.0,0.6666666666666666
7367,0.3605597006164869,0.1346153846153846,0.25,0.25,0.25,0.3065516577854425,0.5555555555555555,0.6666666666666666,0.75
7368,0.5374586197564944,0.4807692307692308,0.5,0.2,0.25,0.5071621375093607,0.4444444444444443,1.0,1.0
7369,0.7678324290125708,0.34615384615384615,0.5,0.3,0.5,0.5718872519506222,0.4444444444444443,0.9166666666666666,0.9166666666666666
7370,0.30515435031627547,0.5769230769230769,0.75,0.1,0.5,0.6222254723259126,0.5555555555555555,1.0,1.0
7371,0.5026462349075641,0.2692307692307692,0.375,0.5,0.75,0.533753871485043,0.6666666666666666,1.0,1.0
7372,0.7072030353543903,0.5384615384615384,0.875,0.55,0.5,0.6944447172004963,0.7777777777777777,1.0,1.0
7373,0.5810793277339998,0.34615384615384615,0.375,0.3,0.25,0.37877083375323417,0.4444444444444443,0.9166666666666666,0.9166666666666666
7374,0.5373336603798765,0.19230769230769232,0.375,0.15,0.0,0.33310554470560694,0.0,1.0,1.0
7375,0.6461023795725247,0.4423076923076923,0.625,0.4,0.25,0.32504773948684773,0.7777777777777777,0.6666666666666666,0.6666666666666666
7376,0.34717452793467635,0.38461538461538464,0.375,0.1,0.25,0.32770525050805843,0.2222222222222222,0.75,0.75
7377,0.6712318801180828,0.5,0.625,0.3,0.5,0.6645021320622787,0.4444444444444443,0.4166666666666667,1.0
7378,0.5689208885121401,0.3076923076923077,0.375,0.25,0.75,0.5082210798624551,0.4444444444444443,0.75,0.75
7379,0.4762442802895969,0.46153846153846156,0.75,0.1,1.0,0.8155909541230638,0.5555555555555555,0.8333333333333334,0.4166666666666667
7380,0.3589841930250117,0.5192307692307693,0.25,0.05,1.0,0.556899163350958,0.3333333333333333,1.0,0.9166666666666666
7381,0.8331475676016326,0.4807692307692308,0.75,0.6,0.75,0.7400465430926713,0.2222222222222222,1.0,0.9166666666666666
7382,0.7644586803054138,0.23076923076923078,0.375,0.3,0.25,0.4298364169984098,0.4444444444444443,0.1666666666666666,0.75
7383,0.3493383794884976,0.46153846153846156,0.875,0.4,0.25,0.434942978768267,0.2222222222222222,0.5,1.0
7384,0.30755174770130356,0.3076923076923077,0.375,0.3,0.25,0.404303625375822,0.4444444444444443,0.9166666666666666,1.0
7385,0.5785155752826956,0.21153846153846154,0.25,0.15,0.0,0.26735938664686293,0.3333333333333333,1.0,1.0
7386,0.33593976865370095,0.3076923076923077,0.5,0.2,0.5,0.5157151241622873,0.4444444444444443,1.0,0.6666666666666666
7387,0.4273127215750628,0.36538461538461536,0.125,0.15,0.0,0.08243216169392191,0.4444444444444443,1.0,1.0
7388,0.5801454533322293,0.17307692307692307,0.375,0.15,0.0,0.29361948945924193,0.5555555555555555,0.6666666666666666,0.8333333333333334
7389,0.5393285310214355,0.38461538461538464,0.625,0.3,0.25,0.5889577899386782,0.4444444444444443,1.0,1.0
7390,0.394756556274042,0.25,0.375,0.05,0.25,0.37877083375323417,0.0,1.0,1.0
7391,0.3298913641177219,0.3076923076923077,0.5,0.55,0.0,0.3351993120345885,0.2222222222222222,1.0,1.0
7392,0.5610326927092922,0.19230769230769232,0.5,0.35,0.75,0.6366124525253737,0.8888888888888888,1.0,0.8333333333333334
7393,0.5102648953430466,0.4807692307692308,0.75,0.55,0.25,0.434942978768267,0.5555555555555555,0.75,0.9166666666666666
7394,0.6985346543707053,0.38461538461538464,0.75,0.25,0.5,0.30999811712190806,0.5555555555555555,0.8333333333333334,1.0
7395,0.7667888869255113,0.36538461538461536,0.375,0.15,0.25,0.3889839572929485,0.7777777777777777,0.9166666666666666,1.0
7396,0.6683604403018548,0.3076923076923077,0.375,0.15,0.25,0.434942978768267,0.8888888888888888,1.0,1.0
7397,0.4777159897338691,0.36538461538461536,0.375,0.45,0.25,0.35834462112720145,0.0,1.0,1.0
7398,0.768539399428863,0.3269230769230769,1.0,0.5,0.75,0.9216629689559399,0.6666666666666666,0.8333333333333334,0.8333333333333334
7399,0.2934484833731432,0.5,0.75,0.3,0.25,0.434942978768267,1.0,1.0,1.0
7400,0.9446840829248341,0.36538461538461536,0.75,0.3,0.5,0.6645021320622787,0.4444444444444443,0.6666666666666666,0.1666666666666666
7401,0.6120632291356456,0.4423076923076923,0.25,0.3,0.5,0.45370907173421005,0.4444444444444443,1.0,0.8333333333333334
7402,0.42758426494229934,0.34615384615384615,0.25,0.3,0.0,0.241826491664087,0.6666666666666666,0.75,1.0
7403,0.45085775576048825,0.36538461538461536,0.625,0.3,0.25,0.5421806898017777,0.4444444444444443,0.75,1.0
7404,0.30830551996075445,0.28846153846153844,0.5,0.2,0.0,0.5649943849577852,0.4444444444444443,0.8333333333333334,1.0
7405,0.5814055504823525,0.36538461538461536,0.75,0.5,0.75,0.6453095232804181,0.6666666666666666,1.0,0.4166666666666667
7406,0.5107689033107902,0.5961538461538461,0.625,0.55,0.25,0.5889577899386782,0.8888888888888888,0.8333333333333334,1.0
7407,0.5011246343895619,0.4807692307692308,0.375,0.4,1.0,0.7516757701152277,0.5555555555555555,1.0,0.9166666666666666
7408,0.6492359406027459,0.38461538461538464,1.0,0.4,0.75,0.9216629689559399,0.111111111111111,0.9166666666666666,1.0
7409,0.5681995531736901,0.3076923076923077,0.75,0.2,0.25,0.2844462038645341,0.2222222222222222,0.5833333333333334,0.75
7410,0.6248328726260807,0.36538461538461536,0.375,0.2,0.25,0.32770525050805843,0.2222222222222222,0.8333333333333334,0.9166666666666666
7411,0.33456073612657444,0.28846153846153844,0.25,0.2,0.0,0.19076104623249535,0.7777777777777777,1.0,1.0
7412,0.2916235204130178,0.3076923076923077,0.375,0.1,0.0,0.3702178471003075,0.6666666666666666,1.0,1.0
7413,0.47248545899169997,0.40384615384615385,0.375,0.3,0.25,0.32770525050805843,0.4444444444444443,0.5833333333333334,0.8333333333333334
7414,0.5440385264123034,0.5576923076923077,0.375,0.3,1.0,0.7363560675789582,0.6666666666666666,0.75,1.0
7415,0.4348450380160714,0.21153846153846154,0.375,0.25,0.75,0.5184342034021695,0.2222222222222222,1.0,0.8333333333333334
7416,0.5748854204381023,0.34615384615384615,0.25,0.2,0.5,0.39680958107598996,0.2222222222222222,0.75,1.0
7417,0.6136059908830628,0.28846153846153844,0.375,0.25,0.0,0.4935025890865768,0.4444444444444443,1.0,1.0
7418,0.4516072030971391,0.21153846153846154,0.25,0.25,0.25,0.2554860573135688,0.4444444444444443,0.6666666666666666,0.5
7419,0.345104743451758,0.36538461538461536,0.375,0.15,0.25,0.41428520486764475,0.2222222222222222,0.8333333333333334,0.9166666666666666
7420,0.3455369268087136,0.6153846153846154,0.25,0.3,0.5,0.32021122343492436,0.4444444444444443,1.0,0.6666666666666666
7421,0.5460772641279782,0.2692307692307692,0.75,0.2,0.5,0.40502824920072433,0.8888888888888888,0.75,0.75
7422,0.47949909361975024,0.36538461538461536,0.625,0.45,0.25,0.4942208562599151,0.4444444444444443,1.0,0.9166666666666666
7424,0.4795627317695236,0.36538461538461536,0.375,0.25,0.25,0.434942978768267,0.3333333333333333,0.8333333333333334,0.9166666666666666
7425,0.6861144028579089,0.4230769230769231,0.5,0.3,0.5,0.5718872519506222,0.2222222222222222,1.0,1.0
7426,0.3861613900549018,0.28846153846153844,0.375,0.7,0.5,0.4434959654211936,0.3333333333333333,0.6666666666666666,1.0
7427,0.40139376815695266,0.5384615384615384,0.125,0.05,0.0,0.13349777939249363,0.111111111111111,0.75,1.0
7428,0.48815542660420663,0.2692307692307692,0.375,0.2,0.0,0.324258825624989,0.4444444444444443,0.8333333333333334,0.9166666666666666
7429,0.7149349160903193,0.5,0.625,0.1,0.25,0.48528118191685954,0.4444444444444443,0.5,1.0
7430,0.14374977603078357,0.17307692307692307,0.125,0.05,0.0,0.24266887719655478,0.8888888888888888,0.9166666666666666,1.0
7431,0.3120292784916646,0.3076923076923077,0.375,0.45,0.0,0.3702178471003075,0.2222222222222222,0.8333333333333334,0.8333333333333334
7432,0.6303035910451856,0.3269230769230769,0.5,0.5,0.5,0.5718872519506222,0.2222222222222222,1.0,1.0
7433,0.64469060120134,0.4807692307692308,0.75,0.2,1.0,0.7516757701152277,0.8888888888888888,0.9166666666666666,1.0
7434,0.3827184425829428,0.3076923076923077,0.25,0.25,0.5,0.32021122343492436,1.0,1.0,1.0
7435,0.5139240889550121,0.38461538461538464,0.625,0.3,0.25,0.30546063932066175,0.7777777777777777,1.0,0.9166666666666666
7436,0.4258357604388191,0.6153846153846154,0.75,0.25,0.5,0.8569377856078862,0.3333333333333333,0.75,0.75
7438,0.34234173562859044,0.40384615384615385,0.25,0.2,0.25,0.5582277035278383,0.3333333333333333,1.0,1.0
7439,0.5479440861623477,0.4230769230769231,0.25,0.4,0.0,0.241826491664087,0.111111111111111,0.4166666666666667,0.6666666666666666
7440,0.7463236611583626,0.6153846153846154,0.75,0.1,1.0,0.8155909541230638,0.5555555555555555,0.0833333333333333,0.5833333333333334
7441,0.7882783470886474,0.5961538461538461,0.625,0.5,0.75,0.7400465430926713,0.6666666666666666,0.6666666666666666,0.6666666666666666
7442,0.3479612004997139,0.4423076923076923,0.375,0.15,0.5,0.6229528351957978,0.3333333333333333,1.0,1.0
7443,0.5896678521074113,0.21153846153846154,0.125,0.2,0.0,0.241826491664087,0.3333333333333333,0.9166666666666666,0.9166666666666666
7444,0.705233033018932,0.38461538461538464,0.25,0.4,0.0,0.3140457193119726,0.111111111111111,0.3333333333333333,0.8333333333333334
7445,0.7817815407352122,0.5384615384615384,0.625,0.65,1.0,0.795290151858511,0.3333333333333333,0.3333333333333333,0.5
7446,0.46494974439706244,0.38461538461538464,0.75,0.2,0.75,0.4921740489096965,0.5555555555555555,1.0,1.0
